GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29,tt_30,fp_30,tt_31,fp_31,tt_32,fp_32,tt_33,fp_33,tt_34,fp_34,tt_35,fp_35,tt_36,fp_36,tt_37,fp_37,tt_38,fp_38
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,82798,4294967.295,81735,4294967.295,81199,4294967.295,DSNY-BRS-1461,4294967.295,87369,4294967.295,80720,4294967.295,81458,4294967.295,82998,4294967.295,84273,4294967.295,80730,4294967.295,81119,4294967.295,83311,4294967.295,FPC-493,4294967.295,83348,4294967.295,81698,4294967.295,FPC-714,4294967.295,83993,4294967.295,84151,4294967.295,85172,4294967.295,FPC-397,4294967.295,83630,4294967.295,84949,4294967.295,81987,4294967.295,85338,4294967.295,DSNY-BRS-1309,4294967.295,DSNY-BRS-1033,4294967.295,Plentiful-1342,4294967.295,81145,4294967.295,85326,4294967.295,81564,4294967.295,FPC-513,4294967.295,FPC-662,4294967.295,80086,4294967.295,Plentiful-1430,4294967.295,83333,4294967.295,FPC-620,4294967.295,83296,4294967.295,83916,4294967.295,FPC-27
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),3.743,82798,13.452,81735,13.0,81199,21.11,DSNY-BRS-1461,20.616,87369,19.968,80720,24.791,81458,27.96,82998,27.383,84273,27.266,81119,27.266,80730,38.597,83311,29.887,FPC-493,38.956,83348,43.342,81698,36.613,FPC-714,45.783,83993,50.023,84151,46.891,85172,42.995,FPC-397,44.266,83630,57.951,84949,57.643,81987,64.292,85338,63.678,DSNY-BRS-1309,44.966,DSNY-BRS-1033,47.637,Plentiful-1342,59.814,85326,60.305,81145,63.399,81564,57.608,FPC-513,57.608,FPC-662,57.608,80086,66.56,FPC-620,66.938,Plentiful-1430,66.938,83333,53.466,83296,67.363,83916,63.583,FPC-27
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),5.846,80720,12.985,81458,10.682,82998,12.386,81735,19.542,82798,19.647,87369,15.929,DSNY-BRS-1461,23.428,81199,19.58,81119,19.58,80730,19.697,84273,36.221,81698,30.65,83348,33.069,83311,38.669,FPC-493,42.197,85172,40.726,84151,32.378,83993,32.53,FPC-714,49.385,84949,38.26,FPC-397,51.173,81987,39.481,83630,56.461,85338,55.847,DSNY-BRS-1309,52.602,85326,56.258,81564,51.397,DSNY-BRS-1033,59.348,FPC-620,49.963,Plentiful-1342,60.55,83916,57.701,FPC-27,63.203,81145,54.44,FPC-513,54.44,FPC-662,54.44,80086,64.123,83521,61.826,FPC-621,62.306,Plentiful-1430
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),0.828,82798,12.199,81735,13.096,81199,21.168,87369,21.281,DSNY-BRS-1461,17.241,80720,22.064,81458,25.233,82998,27.054,84273,26.937,81119,26.937,80730,36.971,83311,27.16,FPC-493,36.229,83348,40.615,81698,35.115,FPC-714,43.056,83993,47.296,84151,44.164,85172,41.742,FPC-397,41.627,83630,55.224,84949,54.916,81987,61.565,85338,60.951,DSNY-BRS-1309,47.224,DSNY-BRS-1033,46.139,Plentiful-1342,57.087,85326,57.578,81145,60.672,81564,56.11,FPC-513,56.11,FPC-662,56.11,80086,63.833,FPC-620,65.44,Plentiful-1430,65.44,83333,52.656,83296,64.636,83916,60.856,FPC-27
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),8.749,80720,11.371,81458,9.068,82998,13.315,81735,20.377,82798,20.257,87369,15.525,DSNY-BRS-1461,24.357,81199,22.332,80730,22.332,81119,22.449,84273,36.504,81698,33.402,83348,34.062,83311,39.899,FPC-493,44.949,85172,43.478,84151,32.661,83993,32.813,FPC-714,52.137,84949,38.543,FPC-397,51.456,81987,41.74,83630,56.744,85338,56.13,DSNY-BRS-1309,53.461,85326,57.289,81564,60.207,FPC-620,51.68,DSNY-BRS-1033,50.246,Plentiful-1342,61.409,83916,58.428,FPC-27,65.955,81145,64.85,83521,57.192,FPC-513,57.192,FPC-662,57.192,80086,62.553,FPC-621,65.058,Plentiful-1430
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),17.987,81458,10.469,80720,15.684,82998,19.931,81735,23.661,87369,23.784,82798,21.802,DSNY-BRS-1461,29.242,81199,26.604,80730,26.604,81119,42.981,81698,26.721,84273,37.674,83348,36.991,83311,48.392,85172,42.363,FPC-493,47.75,84151,39.138,83993,35.242,FPC-714,56.409,84949,40.972,FPC-397,57.933,81987,42.61,83630,59.626,85326,63.221,85338,62.607,DSNY-BRS-1309,66.372,FPC-620,63.282,81564,67.574,83916,56.552,Plentiful-1342,55.109,DSNY-BRS-1033,64.705,FPC-27,71.127,83521,70.227,81145,68.83,FPC-621,61.464,FPC-513,61.464,FPC-662,61.464,80086,69.33,Plentiful-1430
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),4.595,81735,8.112,82798,16.077,87369,13.424,DSNY-BRS-1461,12.842,80720,17.752,81199,21.163,81458,20.43,82998,19.08,80730,19.08,81119,19.197,84273,32.569,83311,31.387,FPC-493,39.441,81698,31.142,83348,28.25,FPC-714,39.724,83993,35.48,FPC-397,38.76,85172,42.873,84151,42.875,83630,49.82,84949,54.158,81987,60.057,85338,60.193,DSNY-BRS-1309,45.183,Plentiful-1342,45.117,DSNY-BRS-1033,57.042,85326,62.298,81145,58.923,81564,53.94,FPC-513,53.94,FPC-662,53.94,80086,63.788,FPC-620,61.806,Plentiful-1430,61.806,83333,64.99,83916,62.09,FPC-27,47.443,83296
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),5.528,80720,16.475,81458,14.366,82998,15.826,81735,19.04,82798,19.245,87369,16.278,DSNY-BRS-1461,24.498,81199,19.929,81119,19.929,80730,20.046,84273,37.265,81698,30.999,83348,32.575,83311,37.619,FPC-493,42.546,85172,30.826,FPC-714,41.075,84151,35.129,83993,49.734,84949,36.556,FPC-397,37.866,83630,53.924,81987,59.212,85338,58.598,DSNY-BRS-1309,52.951,85326,56.607,81564,59.697,FPC-620,51.808,Plentiful-1342,50.693,DSNY-BRS-1033,60.899,83916,58.05,FPC-27,63.552,81145,54.789,FPC-513,54.789,FPC-662,54.789,80086,64.472,83521,62.175,FPC-621,62.655,Plentiful-1430
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),9.698,82798,14.56,81735,15.274,81199,23.384,DSNY-BRS-1461,21.906,87369,20.561,80720,29.415,84273,29.298,80730,29.298,81119,29.807,81458,30.37,82998,39.705,83311,29.963,FPC-493,41.377,83348,38.373,FPC-714,44.227,81698,45.605,83993,44.103,FPC-397,52.444,84151,49.215,85172,42.599,83630,60.275,84949,60.064,81987,66.713,85338,66.099,DSNY-BRS-1309,47.24,DSNY-BRS-1033,49.62,Plentiful-1342,63.856,81145,59.591,FPC-513,59.591,FPC-662,59.591,80086,62.235,85326,65.82,81564,68.921,Plentiful-1430,68.921,83333,55.74,83296,68.981,FPC-620,69.784,83916,66.004,FPC-27
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),6.599,82798,13.643,81735,13.01,81199,16.263,DSNY-BRS-1461,17.29,87369,19.923,80720,22.536,84273,22.419,80730,22.419,81119,25.977,81458,26.269,82998,35.908,83311,27.074,FPC-493,31.237,FPC-714,35.318,83348,39.704,81698,42.145,83993,38.449,FPC-397,46.385,84151,43.911,85172,43.436,83630,55.339,84949,54.005,81987,60.654,85338,60.04,DSNY-BRS-1309,42.261,Plentiful-1342,45.559,DSNY-BRS-1033,56.497,81145,52.232,FPC-513,52.232,FPC-662,52.232,80086,56.176,85326,59.761,81564,61.562,Plentiful-1430,61.562,83333,62.922,FPC-620,51.651,83296,63.725,83916,59.945,FPC-27
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),2.778,80720,13.909,81458,11.597,81735,11.606,82998,18.63,82798,17.325,87369,12.803,DSNY-BRS-1461,22.516,81199,18.806,81119,18.806,80730,18.923,84273,36.142,81698,29.876,83348,30.655,83311,37.209,FPC-493,28.906,FPC-714,41.423,85172,39.952,84151,33.209,83993,34.636,FPC-397,48.611,84949,38.709,83630,52.004,81987,57.292,85338,56.678,DSNY-BRS-1309,51.828,85326,50.427,Plentiful-1342,55.484,81564,48.773,DSNY-BRS-1033,58.574,FPC-620,59.776,83916,62.429,81145,56.927,FPC-27,53.666,FPC-513,53.666,FPC-662,53.666,80086,63.349,83521,61.052,FPC-621,61.532,Plentiful-1430
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),10.551,82798,9.628,81735,15.855,DSNY-BRS-1461,12.29,81199,14.865,87369,16.572,80720,22.128,84273,22.011,80730,22.011,81119,26.971,81458,24.668,82998,34.76,83311,28.414,FPC-493,31.896,FPC-714,36.658,83348,41.044,81698,38.658,FPC-397,43.485,83993,47.725,84151,45.251,85172,46.274,83630,56.679,84949,55.345,81987,61.994,85338,61.38,DSNY-BRS-1309,43.601,Plentiful-1342,44.82,DSNY-BRS-1033,57.837,81145,57.516,85326,53.572,FPC-513,53.572,FPC-662,53.572,80086,61.101,81564,62.902,Plentiful-1430,62.902,83333,64.262,FPC-620,51.089,83296,65.065,83916,61.285,FPC-27
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),6.032,80720,14.814,81458,17.747,82998,16.481,81735,17.446,87369,20.494,82798,19.461,DSNY-BRS-1461,23.82,81199,23.31,81119,23.31,80730,23.427,84273,37.173,81698,34.38,83348,30.776,83311,39.073,FPC-493,29.027,FPC-714,44.213,85172,44.456,84151,33.33,83993,34.757,FPC-397,53.115,84949,39.32,83630,52.125,81987,57.413,85338,56.799,DSNY-BRS-1309,56.332,85326,50.548,Plentiful-1342,63.078,FPC-620,59.988,81564,48.894,DSNY-BRS-1033,64.28,83916,61.431,FPC-27,66.933,81145,58.17,FPC-513,58.17,FPC-662,58.17,80086,67.853,83521,65.556,FPC-621,66.036,Plentiful-1430
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),6.092,81735,10.094,82798,15.658,87369,14.606,DSNY-BRS-1461,14.711,81199,14.898,80720,20.879,84273,20.762,80730,20.762,81119,25.297,81458,22.994,82998,34.251,83311,32.17,FPC-493,29.604,FPC-714,43.588,81698,35.61,83348,36.834,FPC-397,43.586,83993,47.341,84151,43.228,85172,45.938,83630,54.288,84949,58.626,81987,64.525,85338,46.537,Plentiful-1342,64.661,DSNY-BRS-1309,46.471,DSNY-BRS-1033,61.593,81145,60.194,85326,55.622,FPC-513,55.622,FPC-662,55.622,80086,62.975,81564,63.488,Plentiful-1430,63.488,83333,66.94,FPC-620,68.142,83916,48.797,83296,65.041,FPC-27
36061008700,Manhattan,MN0401,-73.99699453343844,40.74224335877817,POINT (-73.99699450431714 40.742243363041865),POINT (-73.99699453343844 40.74224335877817),3.466,80720,11.717,81735,17.437,82798,17.449,87369,14.699,81458,12.396,82998,12.717,DSNY-BRS-1461,22.711,81199,19.882,81119,19.882,80730,19.999,84273,38.08,81698,31.814,83348,32.838,83311,37.101,FPC-493,32.233,FPC-714,42.702,85172,36.536,83993,41.89,84151,37.963,FPC-397,50.549,84949,39.397,83630,54.751,81987,60.619,85338,60.005,DSNY-BRS-1309,53.766,85326,50.701,Plentiful-1342,50.191,DSNY-BRS-1033,57.422,81564,60.512,FPC-620,64.367,81145,61.714,83916,55.604,FPC-513,55.604,FPC-662,55.604,80086,58.865,FPC-27,63.47,Plentiful-1430,63.47,83333,65.287,83521
36061008900,Manhattan,MN0401,-74.00267744792825,40.74463788717642,POINT (-74.00267742106115 40.74463789059923),POINT (-74.00267744792825 40.74463788717642),7.548,80720,17.251,81735,18.06,87369,18.766,81458,19.263,82998,21.625,82798,18.418,DSNY-BRS-1461,25.807,81199,24.826,81119,24.826,80730,24.943,84273,41.125,81698,32.846,83311,35.896,83348,40.589,FPC-493,32.979,FPC-714,45.729,85172,45.972,84151,37.282,83993,38.709,FPC-397,54.631,84949,40.836,83630,56.077,81987,61.365,85338,60.751,DSNY-BRS-1309,57.848,85326,54.5,Plentiful-1342,50.881,DSNY-BRS-1033,61.504,81564,64.594,FPC-620,65.796,83916,68.449,81145,62.947,FPC-27,59.686,FPC-513,59.686,FPC-662,59.686,80086,69.369,83521,67.552,Plentiful-1430,67.552,83333
36061009100,Manhattan,MN0401,-73.99519664557965,40.74471843859997,POINT (-73.99519662121072 40.74471844171353),POINT (-73.99519664557965 40.74471843859997),5.091,80720,9.643,81735,15.773,82798,15.511,87369,10.779,DSNY-BRS-1461,14.965,81458,12.856,82998,20.905,81199,17.944,81119,17.944,80730,18.061,84273,38.834,81698,29.061,83311,32.568,83348,35.295,FPC-493,30.83,FPC-714,38.077,83993,44.115,85172,42.644,84151,36.56,FPC-397,51.303,84949,41.022,83630,55.505,81987,62.16,85338,61.546,DSNY-BRS-1309,54.52,85326,48.763,Plentiful-1342,47.096,DSNY-BRS-1033,58.176,81564,61.266,FPC-620,63.34,81145,54.577,FPC-513,54.577,FPC-662,54.577,80086,62.468,83916,59.619,FPC-27,62.443,Plentiful-1430,62.443,83333,66.041,83521
36061009200,Manhattan,MN0604,-73.97474012129685,40.75364667729728,POINT (-73.97474014520769 40.75364666419461),POINT (-73.97474012129685 40.75364667729728),9.538,81199,10.211,82798,16.369,DSNY-BRS-1461,16.3,81735,17.663,87369,22.642,84273,22.525,80730,22.525,81119,20.029,80720,26.392,81458,26.375,82998,36.014,83311,26.973,FPC-493,31.652,FPC-714,35.733,83348,40.119,81698,38.864,FPC-397,42.56,83993,46.8,84151,44.326,85172,45.349,83630,55.754,84949,54.42,81987,42.676,Plentiful-1342,61.069,85338,60.455,DSNY-BRS-1309,43.02,DSNY-BRS-1033,56.912,81145,52.647,FPC-513,52.647,FPC-662,52.647,80086,56.591,85326,60.176,81564,61.977,Plentiful-1430,61.977,83333,51.52,83296,63.337,FPC-620,64.14,83916,60.36,FPC-27
36061009300,Manhattan,MN0401,-74.00087528572324,40.747113531342414,POINT (-74.00087526397357 40.74711353235393),POINT (-74.00087528572324 40.74711353134241),10.372,80720,16.815,87369,14.824,81735,19.198,82798,16.416,81458,15.991,DSNY-BRS-1461,18.068,82998,22.422,81199,23.156,81119,23.156,80730,23.273,84273,40.32,81698,29.461,83311,37.78,83348,38.72,FPC-493,32.712,FPC-714,48.862,85172,39.072,FPC-397,38.477,83993,47.856,84151,56.515,84949,43.969,83630,57.272,81987,62.56,85338,61.946,DSNY-BRS-1309,59.452,85326,52.453,Plentiful-1342,47.496,DSNY-BRS-1033,61.874,81564,66.198,FPC-620,68.552,81145,67.097,83916,59.789,FPC-513,59.789,FPC-662,59.789,80086,63.317,FPC-27,67.655,Plentiful-1430,67.655,83333,69.739,83521
36061009400,Manhattan,MN0502,-73.97774408784096,40.75522698291681,POINT (-73.97774411769815 40.75522696927366),POINT (-73.97774408784096 40.75522698291681),9.003,81199,13.611,DSNY-BRS-1461,12.096,81735,13.518,82798,15.638,87369,23.134,84273,22.903,80730,22.903,81119,19.04,80720,28.221,81458,26.867,82998,32.613,83311,28.692,FPC-493,30.324,FPC-714,38.379,83348,42.765,81698,37.554,FPC-397,45.206,83993,49.446,84151,46.972,85172,47.995,83630,58.4,84949,57.066,81987,45.322,Plentiful-1342,63.715,85338,63.101,DSNY-BRS-1309,41.533,DSNY-BRS-1033,59.11,81145,55.293,FPC-513,55.293,FPC-662,55.293,80086,59.237,85326,62.822,81564,64.623,Plentiful-1430,64.623,83333,65.983,FPC-620,49.387,83296,66.786,83916,63.006,FPC-27
36061009500,Manhattan,MN0501,-73.99335783100113,40.747236613418885,POINT (-73.99335780527082 40.747236618528945),POINT (-73.99335783100113 40.74723661341888),9.394,81735,5.763,80720,13.486,87369,14.705,82798,8.754,DSNY-BRS-1461,14.94,81458,23.28,81199,12.831,82998,15.919,81119,15.919,80730,16.036,84273,29.573,83311,38.809,81698,35.312,FPC-493,32.543,83348,28.805,FPC-714,38.35,83993,34.535,FPC-397,44.09,85172,42.619,84151,41.694,83630,51.278,84949,55.48,81987,62.154,85338,61.819,DSNY-BRS-1309,46.738,Plentiful-1342,54.495,85326,49.508,DSNY-BRS-1033,58.151,81564,61.315,81145,61.241,FPC-620,52.552,FPC-513,52.552,FPC-662,52.552,80086,62.443,83916,59.594,FPC-27,60.418,Plentiful-1430,60.418,83333,52.55,83296
36061009600,Manhattan,MN0502,-73.98088602116582,40.75637499569668,POINT (-73.98088604223729 40.756374983036366),POINT (-73.98088602116582 40.75637499569668),10.173,DSNY-BRS-1461,12.532,81735,14.071,81199,13.626,87369,15.148,82798,19.326,84273,18.898,80730,18.898,81119,18.024,80720,24.215,81458,24.37,82998,30.318,83311,33.76,FPC-493,25.302,FPC-714,37.801,83348,42.493,81698,32.532,FPC-397,42.776,83993,48.606,84151,47.087,85172,49.626,83630,57.265,84949,60.646,81987,42.235,Plentiful-1342,66.859,85338,66.245,DSNY-BRS-1309,42.169,DSNY-BRS-1033,63.675,81145,55.38,FPC-513,55.38,FPC-662,55.38,80086,60.482,85326,61.975,81564,63.246,Plentiful-1430,63.246,83333,67.228,FPC-620,44.495,83296,68.43,83916,65.581,FPC-27
36061009700,Manhattan,MN0401,-73.99903271626314,40.749640888137115,POINT (-73.99903269109056 40.7496408884048),POINT (-73.99903271626314 40.74964088813712),15.439,87369,11.914,80720,14.809,81735,20.189,82798,16.264,DSNY-BRS-1461,20.131,81458,20.341,82998,24.985,81199,23.429,81119,23.429,80730,23.546,84273,32.024,83311,44.035,81698,41.948,FPC-493,40.053,83348,30.692,FPC-714,36.422,FPC-397,40.494,83993,49.321,85172,50.129,84151,58.788,84949,45.202,83630,59.289,81987,64.577,85338,63.963,DSNY-BRS-1309,62.005,85326,52.213,Plentiful-1342,50.059,DSNY-BRS-1033,65.589,81564,68.751,FPC-620,68.773,81145,60.01,FPC-513,60.01,FPC-662,60.01,80086,69.953,83916,67.032,FPC-27,67.876,Plentiful-1430,67.876,83333,73.454,83521
36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678),POINT (-73.96777472513914 40.75578800691339),7.844,81199,17.736,DSNY-BRS-1461,13.977,82798,20.086,81735,22.023,87369,28.422,84273,28.305,80730,28.305,81119,23.821,80720,35.623,83311,25.804,FPC-493,28.644,81458,31.813,82998,34.861,FPC-714,42.073,FPC-397,41.535,83348,45.921,81698,48.362,83993,48.121,83630,52.602,84151,50.128,85172,60.222,81987,61.556,84949,45.885,Plentiful-1342,39.012,DSNY-BRS-1033,66.871,85338,66.257,DSNY-BRS-1309,56.23,81145,55.848,FPC-513,55.848,FPC-662,55.848,80086,65.186,Plentiful-1430,65.186,83333,62.393,85326,65.978,81564,47.512,83296,69.139,FPC-620,69.942,83916,66.162,FPC-27
36061009902,Manhattan,MN0401,-74.00495639288705,40.75213531411628,POINT (-74.00495636304001 40.75213531696895),POINT (-74.00495639288705 40.75213531411628),16.406,87369,15.456,80720,17.077,81735,19.484,DSNY-BRS-1461,22.457,82798,25.273,81458,25.138,82998,25.64,80730,25.64,81119,26.51,81199,25.757,84273,36.324,83311,48.637,81698,40.574,FPC-493,43.65,83348,34.992,FPC-714,40.722,FPC-397,51.589,85172,44.794,83993,53.726,84151,62.385,84949,48.744,83630,63.589,81987,65.602,85326,68.877,85338,68.263,DSNY-BRS-1309,55.761,Plentiful-1342,54.359,DSNY-BRS-1033,72.348,FPC-620,69.258,81564,69.263,81145,60.5,FPC-513,73.55,83916,60.5,FPC-662,60.5,80086,70.701,FPC-27,68.366,Plentiful-1430,68.366,83333,77.123,83521
36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335),POINT (-74.00247122783422 40.75614840872762),14.168,87369,15.108,81735,19.648,80720,16.994,DSNY-BRS-1461,20.488,82798,23.15,80730,23.15,81119,24.81,81458,24.02,81199,27.0,82998,23.267,84273,34.355,83311,38.084,FPC-493,46.668,81698,33.023,FPC-714,41.16,83348,38.753,FPC-397,42.825,83993,49.62,85172,51.236,84151,54.725,83630,59.895,84949,61.62,81987,53.271,Plentiful-1342,66.908,85338,66.294,DSNY-BRS-1309,63.112,85326,52.39,DSNY-BRS-1033,69.858,FPC-620,66.773,81145,58.01,FPC-513,58.01,FPC-662,66.768,81564,58.01,80086,71.06,83916,68.211,FPC-27,65.876,Plentiful-1430,65.876,83333,74.633,83521
36061010000,Manhattan,MN0604,-73.9712333380797,40.758064923372565,POINT (-73.97123336153354 40.75806490689762),POINT (-73.9712333380797 40.75806492337257),1.906,81199,15.959,DSNY-BRS-1461,10.068,82798,15.963,81735,19.598,87369,25.431,84273,25.003,81119,25.003,80730,19.912,80720,31.714,83311,24.735,81458,21.903,FPC-493,27.904,82998,30.952,FPC-714,38.164,FPC-397,37.626,83348,42.012,81698,44.453,83993,44.298,83630,48.693,84151,46.219,85172,56.313,81987,57.647,84949,41.976,Plentiful-1342,37.779,DSNY-BRS-1033,62.962,85338,62.348,DSNY-BRS-1309,52.321,81145,51.939,FPC-513,51.939,FPC-662,51.939,80086,61.277,Plentiful-1430,61.277,83333,58.484,85326,62.069,81564,46.279,83296,65.23,FPC-620,66.033,83916,62.253,FPC-27
36061010100,Manhattan,MN0501,-73.99153675538079,40.74973079938639,POINT (-73.99153673027368 40.74973080197947),POINT (-73.99153675538079 40.74973079938639),7.156,81735,13.178,87369,10.842,82798,7.693,80720,8.446,DSNY-BRS-1461,20.385,81199,17.561,81458,15.452,82998,14.102,80730,14.102,81119,14.219,84273,27.591,83311,33.191,FPC-493,36.378,81698,30.112,83348,27.892,FPC-714,33.622,FPC-397,37.694,83993,41.047,85172,40.188,84151,43.624,83630,48.847,84949,53.049,81987,59.723,85338,60.057,DSNY-BRS-1309,46.43,Plentiful-1342,47.259,DSNY-BRS-1033,52.064,85326,57.725,81145,55.72,81564,48.962,FPC-513,48.962,FPC-662,48.962,80086,58.81,FPC-620,60.012,83916,56.828,Plentiful-1430,56.828,83333,57.163,FPC-27,49.907,83296
36061010200,Manhattan,MN0502,-73.97444936939088,40.75942376926727,POINT (-73.97444939247534 40.75942375316622),POINT (-73.97444936939088 40.75942376926727),5.516,81199,12.866,DSNY-BRS-1461,12.35,81735,14.162,82798,17.755,87369,20.854,84273,20.426,81119,20.426,80730,21.976,80720,30.547,83311,25.182,81458,28.495,82998,25.997,FPC-493,30.308,FPC-714,36.243,FPC-397,40.721,83348,45.107,81698,47.548,83993,48.392,83630,51.788,84151,49.314,85172,60.534,84949,59.408,81987,43.172,Plentiful-1342,37.762,DSNY-BRS-1033,66.057,85338,65.443,DSNY-BRS-1309,56.415,81145,53.135,FPC-513,53.135,FPC-662,53.135,80086,62.473,Plentiful-1430,62.473,83333,61.579,85326,65.164,81564,46.262,83296,68.325,FPC-620,69.128,83916,65.348,FPC-27
36061010300,Manhattan,MN0401,-73.99721529808772,40.7521334104435,POINT (-73.9972152729587 40.752133412909245),POINT (-73.99721529808772 40.7521334104435),13.75,87369,10.492,81735,14.796,80720,15.503,DSNY-BRS-1461,15.872,82798,19.599,81458,22.105,81199,22.509,82998,21.159,80730,21.159,81119,21.276,84273,29.144,83311,37.631,FPC-493,41.457,81698,27.812,FPC-714,37.169,83348,33.542,FPC-397,37.614,83993,45.004,85172,47.245,84151,48.79,83630,55.904,84949,56.409,81987,61.697,85338,61.083,DSNY-BRS-1309,49.333,Plentiful-1342,59.121,85326,47.179,DSNY-BRS-1033,62.777,81564,64.782,81145,56.019,FPC-513,56.019,FPC-662,56.019,80086,65.867,FPC-620,67.069,83916,64.22,FPC-27,63.885,Plentiful-1430,63.885,83333,70.642,83521
